[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] proposals 46% inserindo (14140/30184)
[progress] proposals 46% inserindo (14141/30184)
[progress] proposals 46% inserindo (14142/30184)
[progress] proposals 46% inserindo (14143/30184)
[progress] proposals 46% inserindo (14144/30184)
[progress] proposals 46% inserindo (14145/30184)
[progress] proposals 46% inserindo (14146/30184)
[progress] proposals 46% inserindo (14147/30184)
[progress] proposals 46% inserindo (14148/30184)
[progress] proposals 46% inserindo (14149/30184)
[progress] proposals 46% inserindo (14150/30184)
[progress] proposals 46% inserindo (14151/30184)
[progress] proposals 46% inserindo (14152/30184)
[progress] proposals 46% inserindo (14153/30184)
[progress] proposals 46% inserindo (14154/30184)
[progress] proposals 46% inserindo (14155/30184)
[progress] proposals 46% inserindo (14156/30184)
[progress] proposals 46% inserindo (14157/30184)
[progress] proposals 46% inserindo (14158/30184)
[progress] proposals 46% inserindo (14159/30184)
[progress] proposals 46% inserindo (14160/30184)
[progress] proposals 46% inserindo (14161/30184)
[progress] proposals 46% inserindo (14162/30184)
[progress] proposals 46% inserindo (14163/30184)
[progress] proposals 46% inserindo (14164/30184)
[progress] proposals 46% inserindo (14165/30184)
[progress] proposals 46% inserindo (14166/30184)
[progress] proposals 46% inserindo (14167/30184)
[progress] proposals 46% inserindo (14168/30184)
[progress] proposals 46% inserindo (14169/30184)
[progress] proposals 46% inserindo (14170/30184)
[progress] proposals 46% inserindo (14171/30184)
[progress] proposals 46% inserindo (14172/30184)
[progress] proposals 46% inserindo (14173/30184)
[progress] proposals 46% inserindo (14174/30184)
[progress] proposals 46% inserindo (14175/30184)
[progress] proposals 46% inserindo (14176/30184)
[progress] proposals 46% inserindo (14177/30184)
[progress] proposals 46% inserindo (14178/30184)
[progress] proposals 46% inserindo (14179/30184)
[progress] proposals 46% inserindo (14180/30184)
[progress] proposals 46% inserindo (14181/30184)
[progress] proposals 46% inserindo (14182/30184)
[progress] proposals 46% inserindo (14183/30184)
[progress] proposals 46% inserindo (14184/30184)
[progress] proposals 46% inserindo (14185/30184)
[progress] proposals 47% inserindo (14186/30184)
[progress] proposals 47% inserindo (14187/30184)
[progress] proposals 47% inserindo (14188/30184)
[progress] proposals 47% inserindo (14189/30184)
[progress] proposals 47% inserindo (14190/30184)
[progress] proposals 47% inserindo (14191/30184)
[progress] proposals 47% inserindo (14192/30184)
[progress] proposals 47% inserindo (14193/30184)
[progress] proposals 47% inserindo (14194/30184)
[progress] proposals 47% inserindo (14195/30184)
[progress] proposals 47% inserindo (14196/30184)
[progress] proposals 47% inserindo (14197/30184)
[progress] proposals 47% inserindo (14198/30184)
[progress] proposals 47% inserindo (14199/30184)
[progress] proposals 47% inserindo (14200/30184)
[progress] proposals 47% inserindo (14201/30184)
[progress] proposals 47% inserindo (14202/30184)
[progress] proposals 47% inserindo (14203/30184)
[progress] proposals 47% inserindo (14204/30184)
[progress] proposals 47% inserindo (14205/30184)
[progress] proposals 47% inserindo (14206/30184)
[progress] proposals 47% inserindo (14207/30184)
[progress] proposals 47% inserindo (14208/30184)
[progress] proposals 47% inserindo (14209/30184)
[progress] proposals 47% inserindo (14210/30184)
[progress] proposals 47% inserindo (14211/30184)
[progress] proposals 47% inserindo (14212/30184)
[progress] proposals 47% inserindo (14213/30184)
[progress] proposals 47% inserindo (14214/30184)
[progress] proposals 47% inserindo (14215/30184)
[progress] proposals 47% inserindo (14216/30184)
[progress] proposals 47% inserindo (14217/30184)
[progress] proposals 47% inserindo (14218/30184)
[progress] proposals 47% inserindo (14219/30184)
[progress] proposals 47% inserindo (14220/30184)
[progress] proposals 47% inserindo (14221/30184)
[progress] proposals 47% inserindo (14222/30184)
[progress] proposals 47% inserindo (14223/30184)
[progress] proposals 47% inserindo (14224/30184)
[progress] proposals 47% inserindo (14225/30184)
[progress] proposals 47% inserindo (14226/30184)
[progress] proposals 47% inserindo (14227/30184)
[progress] proposals 47% inserindo (14228/30184)
[progress] proposals 47% inserindo (14229/30184)
[progress] proposals 47% inserindo (14230/30184)
[progress] proposals 47% inserindo (14231/30184)
[progress] proposals 47% inserindo (14232/30184)
[progress] proposals 47% inserindo (14233/30184)
[progress] proposals 47% inserindo (14234/30184)
[progress] proposals 47% inserindo (14235/30184)
[progress] proposals 47% inserindo (14236/30184)
[progress] proposals 47% inserindo (14237/30184)
[progress] proposals 47% inserindo (14238/30184)
[progress] proposals 47% inserindo (14239/30184)
[progress] proposals 47% inserindo (14240/30184)
[progress] proposals 47% inserindo (14241/30184)
[progress] proposals 47% inserindo (14242/30184)
[progress] proposals 47% inserindo (14243/30184)
[progress] proposals 47% inserindo (14244/30184)
[progress] proposals 47% inserindo (14245/30184)
[progress] proposals 47% inserindo (14246/30184)
[progress] proposals 47% inserindo (14247/30184)
[progress] proposals 47% inserindo (14248/30184)
[progress] proposals 47% inserindo (14249/30184)
[progress] proposals 47% inserindo (14250/30184)
[progress] proposals 47% inserindo (14251/30184)
[progress] proposals 47% inserindo (14252/30184)
[progress] proposals 47% inserindo (14253/30184)
[progress] proposals 47% inserindo (14254/30184)
[progress] proposals 47% inserindo (14255/30184)
[progress] proposals 47% inserindo (14256/30184)
[progress] proposals 47% inserindo (14257/30184)
[progress] proposals 47% inserindo (14258/30184)
[progress] proposals 47% inserindo (14259/30184)
[progress] proposals 47% inserindo (14260/30184)
[progress] proposals 47% inserindo (14261/30184)
[progress] proposals 47% inserindo (14262/30184)
[progress] proposals 47% inserindo (14263/30184)
[progress] proposals 47% inserindo (14264/30184)
[progress] proposals 47% inserindo (14265/30184)
[progress] proposals 47% inserindo (14266/30184)
[progress] proposals 47% inserindo (14267/30184)
[progress] proposals 47% inserindo (14268/30184)
[progress] proposals 47% inserindo (14269/30184)
[progress] proposals 47% inserindo (14270/30184)
[progress] proposals 47% inserindo (14271/30184)
[progress] proposals 47% inserindo (14272/30184)
[progress] proposals 47% inserindo (14273/30184)
[progress] proposals 47% inserindo (14274/30184)
[progress] proposals 47% inserindo (14275/30184)
[progress] proposals 47% inserindo (14276/30184)
[progress] proposals 47% inserindo (14277/30184)
[progress] proposals 47% inserindo (14278/30184)
[progress] proposals 47% inserindo (14279/30184)
[progress] proposals 47% inserindo (14280/30184)
[progress] proposals 47% inserindo (14281/30184)
[progress] proposals 47% inserindo (14282/30184)
[progress] proposals 47% inserindo (14283/30184)
[progress] proposals 47% inserindo (14284/30184)
[progress] proposals 47% inserindo (14285/30184)
[progress] proposals 47% inserindo (14286/30184)
[progress] proposals 47% inserindo (14287/30184)
[progress] proposals 47% inserindo (14288/30184)
[progress] proposals 47% inserindo (14289/30184)
[progress] proposals 47% inserindo (14290/30184)
[progress] proposals 47% inserindo (14291/30184)
[progress] proposals 47% inserindo (14292/30184)
[progress] proposals 47% inserindo (14293/30184)
[progress] proposals 47% inserindo (14294/30184)
[progress] proposals 47% inserindo (14295/30184)
[progress] proposals 47% inserindo (14296/30184)
[progress] proposals 47% inserindo (14297/30184)
[progress] proposals 47% inserindo (14298/30184)
[progress] proposals 47% inserindo (14299/30184)
[progress] proposals 47% inserindo (14300/30184)
[progress] proposals 47% inserindo (14301/30184)
[progress] proposals 47% inserindo (14302/30184)
[progress] proposals 47% inserindo (14303/30184)
[progress] proposals 47% inserindo (14304/30184)
[progress] proposals 47% inserindo (14305/30184)
[progress] proposals 47% inserindo (14306/30184)
[progress] proposals 47% inserindo (14307/30184)
[progress] proposals 47% inserindo (14308/30184)
[progress] proposals 47% inserindo (14309/30184)
[progress] proposals 47% inserindo (14310/30184)
[progress] proposals 47% inserindo (14311/30184)
[progress] proposals 47% inserindo (14312/30184)
[progress] proposals 47% inserindo (14313/30184)
[progress] proposals 47% inserindo (14314/30184)
[progress] proposals 47% inserindo (14315/30184)
[progress] proposals 47% inserindo (14316/30184)
[progress] proposals 47% inserindo (14317/30184)
[progress] proposals 47% inserindo (14318/30184)
[progress] proposals 47% inserindo (14319/30184)
[progress] proposals 47% inserindo (14320/30184)
[progress] proposals 47% inserindo (14321/30184)
[progress] proposals 47% inserindo (14322/30184)
[progress] proposals 47% inserindo (14323/30184)
[progress] proposals 47% inserindo (14324/30184)
[progress] proposals 47% inserindo (14325/30184)
[progress] proposals 47% inserindo (14326/30184)
[progress] proposals 47% inserindo (14327/30184)
[progress] proposals 47% inserindo (14328/30184)
[progress] proposals 47% inserindo (14329/30184)
[progress] proposals 47% inserindo (14330/30184)
[progress] proposals 47% inserindo (14331/30184)
[progress] proposals 47% inserindo (14332/30184)
[progress] proposals 47% inserindo (14333/30184)
[progress] proposals 47% inserindo (14334/30184)
[progress] proposals 47% inserindo (14335/30184)
[progress] proposals 47% inserindo (14336/30184)
[progress] proposals 47% inserindo (14337/30184)
[progress] proposals 47% inserindo (14338/30184)
[progress] proposals 47% inserindo (14339/30184)
[progress] proposals 47% inserindo (14340/30184)
[progress] proposals 47% inserindo (14341/30184)
[progress] proposals 47% inserindo (14342/30184)
[progress] proposals 47% inserindo (14343/30184)
[progress] proposals 47% inserindo (14344/30184)
[progress] proposals 47% inserindo (14345/30184)
[progress] proposals 47% inserindo (14346/30184)
[progress] proposals 47% inserindo (14347/30184)
[progress] proposals 47% inserindo (14348/30184)
[progress] proposals 47% inserindo (14349/30184)
[progress] proposals 47% inserindo (14350/30184)
[progress] proposals 47% inserindo (14351/30184)
[progress] proposals 47% inserindo (14352/30184)
[progress] proposals 47% inserindo (14353/30184)
[progress] proposals 47% inserindo (14354/30184)
[progress] proposals 47% inserindo (14355/30184)
[progress] proposals 47% inserindo (14356/30184)
[progress] proposals 47% inserindo (14357/30184)
[progress] proposals 47% inserindo (14358/30184)
[progress] proposals 47% inserindo (14359/30184)
[progress] proposals 47% inserindo (14360/30184)
[progress] proposals 47% inserindo (14361/30184)
[progress] proposals 47% inserindo (14362/30184)
[progress] proposals 47% inserindo (14363/30184)
[progress] proposals 47% inserindo (14364/30184)
[progress] proposals 47% inserindo (14365/30184)
[progress] proposals 47% inserindo (14366/30184)
[progress] proposals 47% inserindo (14367/30184)
[progress] proposals 47% inserindo (14368/30184)
[progress] proposals 47% inserindo (14369/30184)
[progress] proposals 47% inserindo (14370/30184)
[progress] proposals 47% inserindo (14371/30184)
[progress] proposals 47% inserindo (14372/30184)
[progress] proposals 47% inserindo (14373/30184)
[progress] proposals 47% inserindo (14374/30184)
[progress] proposals 47% inserindo (14375/30184)
[progress] proposals 47% inserindo (14376/30184)
[progress] proposals 47% inserindo (14377/30184)
[progress] proposals 47% inserindo (14378/30184)
[progress] proposals 47% inserindo (14379/30184)
[progress] proposals 47% inserindo (14380/30184)
[progress] proposals 47% inserindo (14381/30184)
[progress] proposals 47% inserindo (14382/30184)
[progress] proposals 47% inserindo (14383/30184)
[progress] proposals 47% inserindo (14384/30184)
[progress] proposals 47% inserindo (14385/30184)
[progress] proposals 47% inserindo (14386/30184)
[progress] proposals 47% inserindo (14387/30184)
[progress] proposals 47% inserindo (14388/30184)
[progress] proposals 47% inserindo (14389/30184)
[progress] proposals 47% inserindo (14390/30184)
[progress] proposals 47% inserindo (14391/30184)
[progress] proposals 47% inserindo (14392/30184)
[progress] proposals 47% inserindo (14393/30184)
[progress] proposals 47% inserindo (14394/30184)
[progress] proposals 47% inserindo (14395/30184)
[progress] proposals 47% inserindo (14396/30184)
[progress] proposals 47% inserindo (14397/30184)
[progress] proposals 47% inserindo (14398/30184)
[progress] proposals 47% inserindo (14399/30184)
[progress] proposals 47% inserindo (14400/30184)
[progress] proposals 47% inserindo (14401/30184)
[progress] proposals 47% inserindo (14402/30184)
[progress] proposals 47% inserindo (14403/30184)
[progress] proposals 47% inserindo (14404/30184)
[progress] proposals 47% inserindo (14405/30184)
[progress] proposals 47% inserindo (14406/30184)
[progress] proposals 47% inserindo (14407/30184)
[progress] proposals 47% inserindo (14408/30184)
[progress] proposals 47% inserindo (14409/30184)
[progress] proposals 47% inserindo (14410/30184)
[progress] proposals 47% inserindo (14411/30184)
[progress] proposals 47% inserindo (14412/30184)
[progress] proposals 47% inserindo (14413/30184)
[progress] proposals 47% inserindo (14414/30184)
[progress] proposals 47% inserindo (14415/30184)
[progress] proposals 47% inserindo (14416/30184)
[progress] proposals 47% inserindo (14417/30184)
[progress] proposals 47% inserindo (14418/30184)
[progress] proposals 47% inserindo (14419/30184)
[progress] proposals 47% inserindo (14420/30184)
[progress] proposals 47% inserindo (14421/30184)
[progress] proposals 47% inserindo (14422/30184)
[progress] proposals 47% inserindo (14423/30184)
[progress] proposals 47% inserindo (14424/30184)
